respID,qID,altID,obsID,profileID,monthlyRent,location,distanceToMetro,squareFootage,fitnessCenter,twentyFourSevenConcierge,parking,communitySpace,utilitiesIncludedInRent,image
9,1,2,65,312,2500,3,10,700,No,No,Yes,Yes,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
9,1,3,65,2169,2500,5,5,700,Yes,No,Yes,No,No,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
9,2,1,66,1597,1500,3,5,700,No,No,Yes,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
9,2,2,66,1175,2000,3,10,600,Yes,No,No,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
9,2,3,66,127,1500,1,15,600,No,Yes,Yes,Yes,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
9,3,1,67,1098,2500,5,10,600,No,Yes,No,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
9,3,2,67,631,1500,1,10,700,No,No,No,Yes,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
9,3,3,67,792,2500,5,5,700,No,Yes,Yes,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
9,4,1,68,793,1500,1,10,700,No,Yes,Yes,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
9,4,2,68,1224,2500,5,5,500,No,No,No,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
9,4,3,68,1588,1500,3,15,600,No,No,Yes,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
9,5,1,69,120,2500,1,10,600,No,Yes,Yes,Yes,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
9,5,2,69,814,1500,3,5,500,Yes,No,Yes,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
9,5,3,69,384,2500,3,5,700,Yes,Yes,No,Yes,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
9,6,1,70,1795,1500,3,10,500,Yes,No,No,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
9,6,2,70,569,2000,1,5,500,No,No,No,Yes,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
9,6,3,70,753,2500,3,15,500,No,Yes,Yes,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
9,7,1,71,1756,1500,1,5,700,No,Yes,No,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
9,7,2,71,75,2500,1,15,700,Yes,Yes,Yes,Yes,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
9,7,3,71,636,2500,3,10,700,No,No,No,Yes,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
9,8,1,72,1935,2500,5,10,700,No,No,No,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
9,8,2,72,1030,1500,3,5,700,Yes,Yes,No,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
9,8,3,72,630,2500,5,5,700,No,No,No,Yes,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
10,1,1,73,1083,2500,1,5,600,No,Yes,No,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
10,1,2,73,572,2000,3,5,500,No,No,No,Yes,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
10,1,3,73,2334,2500,1,10,700,Yes,Yes,No,No,No,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
10,2,1,74,412,1500,5,5,500,No,Yes,No,Yes,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
10,2,2,74,2161,1500,1,5,700,Yes,No,Yes,No,No,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
10,2,3,74,1291,1500,3,15,700,No,No,No,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
10,3,1,75,632,2000,1,10,700,No,No,No,Yes,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
10,3,2,75,458,2000,5,15,600,No,Yes,No,Yes,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
10,3,3,75,1281,2500,1,10,700,No,No,No,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
10,4,1,76,2085,2500,3,5,700,No,Yes,Yes,No,No,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
10,4,2,76,272,2000,1,5,600,No,No,Yes,Yes,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
10,4,3,76,1774,1500,1,15,700,No,Yes,No,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
10,5,1,77,2238,2500,3,15,600,No,No,Yes,No,No,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
10,5,2,77,771,2500,3,10,600,No,Yes,Yes,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
10,5,3,77,628,1500,5,5,700,No,No,No,Yes,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
10,6,1,78,427,1500,3,15,500,No,Yes,No,Yes,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
10,6,2,78,2549,2000,1,10,600,No,No,No,No,No,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
10,6,3,78,2509,1500,5,15,700,Yes,No,No,No,No,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
10,7,1,79,1938,2500,1,15,700,No,No,No,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
10,7,2,79,1352,2000,1,5,700,Yes,Yes,Yes,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
10,7,3,79,1305,2500,5,5,500,Yes,Yes,Yes,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
10,8,1,80,1054,1500,1,5,500,No,Yes,No,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
10,8,2,80,1363,1500,3,10,700,Yes,Yes,Yes,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
10,8,3,80,1154,2000,1,15,500,Yes,No,No,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
11,1,1,81,890,2000,5,15,700,Yes,No,Yes,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
11,1,2,81,2073,2500,1,15,600,No,Yes,Yes,No,No,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
11,1,3,81,2394,2500,5,10,600,No,Yes,No,No,No,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
11,2,1,82,2405,2000,1,5,700,No,Yes,No,No,No,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
11,2,2,82,30,2500,1,5,600,Yes,Yes,Yes,Yes,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
11,2,3,82,1783,1500,1,5,500,Yes,No,No,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
11,3,1,83,924,2500,3,5,600,No,No,Yes,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
11,3,2,83,1158,2500,3,15,500,Yes,No,No,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
11,3,3,83,73,1500,1,15,700,Yes,Yes,Yes,Yes,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
11,4,1,84,1345,1500,3,15,600,Yes,Yes,Yes,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
11,4,2,84,2054,2000,1,5,600,No,Yes,Yes,No,No,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
11,4,3,84,365,2000,3,10,600,Yes,Yes,No,Yes,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
11,5,1,85,514,1500,1,5,600,Yes,No,No,Yes,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
11,5,2,85,1756,1500,1,5,700,No,Yes,No,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
11,5,3,85,1890,2500,5,15,500,No,No,No,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
11,6,1,86,1935,2500,5,10,700,No,No,No,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
11,6,2,86,712,1500,1,10,700,Yes,Yes,Yes,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
11,6,3,86,1783,1500,1,5,500,Yes,No,No,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
11,7,1,87,1004,2000,3,5,600,Yes,Yes,No,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
11,7,2,87,152,2000,5,10,700,No,Yes,Yes,Yes,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
11,7,3,87,422,2000,5,10,500,No,Yes,No,Yes,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
11,8,1,88,1277,2000,5,5,700,No,No,No,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
11,8,2,88,2352,2500,1,5,500,No,Yes,No,No,No,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
11,8,3,88,2557,1500,1,15,600,No,No,No,No,No,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
12,1,1,89,1062,2500,5,5,500,No,Yes,No,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
12,1,2,89,1342,1500,1,15,600,Yes,Yes,Yes,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
12,1,3,89,1740,2500,1,10,600,No,Yes,No,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
12,2,1,90,1015,1500,5,10,600,Yes,Yes,No,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
12,2,2,90,221,2000,3,5,700,Yes,No,Yes,Yes,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
12,2,3,90,2571,2500,3,5,700,No,No,No,No,No,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
12,3,1,91,1469,2000,1,10,500,Yes,No,Yes,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
12,3,2,91,95,2000,3,10,500,No,Yes,Yes,Yes,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
12,3,3,91,331,1500,5,5,500,Yes,Yes,No,Yes,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
12,4,1,92,537,2500,3,15,600,Yes,No,No,Yes,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
12,4,2,92,1635,2500,3,10,500,Yes,Yes,No,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
12,4,3,92,651,2500,1,5,500,Yes,Yes,Yes,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
12,5,1,93,754,1500,5,15,500,No,Yes,Yes,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
12,5,2,93,398,2000,1,15,700,Yes,Yes,No,Yes,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
12,5,3,93,2063,2000,1,10,600,No,Yes,Yes,No,No,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
12,6,1,94,1547,2000,5,5,500,No,No,Yes,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
12,6,2,94,2086,1500,5,5,700,No,Yes,Yes,No,No,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
12,6,3,94,1786,1500,3,5,500,Yes,No,No,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
12,7,1,95,1853,2000,5,10,700,Yes,No,No,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
12,7,2,95,601,1500,5,5,600,No,No,No,Yes,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
12,7,3,95,619,1500,5,15,600,No,No,No,Yes,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
12,8,1,96,2549,2000,1,10,600,No,No,No,No,No,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
12,8,2,96,637,1500,5,10,700,No,No,No,Yes,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
12,8,3,96,351,2500,5,15,500,Yes,Yes,No,Yes,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
13,1,1,97,1282,1500,3,10,700,No,No,No,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
13,1,2,97,2119,1500,3,10,500,Yes,No,Yes,No,No,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
13,1,3,97,1776,2500,1,15,700,No,Yes,No,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
13,2,1,98,706,1500,3,5,700,Yes,Yes,Yes,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
13,2,2,98,1940,2000,3,15,700,No,No,No,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
13,2,3,98,47,2000,1,15,600,Yes,Yes,Yes,Yes,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
13,3,1,99,1935,2500,5,10,700,No,No,No,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
13,3,2,99,2117,2000,1,10,500,Yes,No,Yes,No,No,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
13,3,3,99,458,2000,5,15,600,No,Yes,No,Yes,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
13,4,1,100,1579,1500,3,10,600,No,No,Yes,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
13,4,2,100,1359,2500,5,5,700,Yes,Yes,Yes,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
13,4,3,100,459,2500,5,15,600,No,Yes,No,Yes,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
13,5,1,101,2495,2000,1,10,700,Yes,No,No,No,No,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
13,5,2,101,107,2000,5,15,500,No,Yes,Yes,Yes,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
13,5,3,101,553,1500,3,10,700,Yes,No,No,Yes,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
13,6,1,102,816,2500,3,5,500,Yes,No,Yes,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
13,6,2,102,2463,2500,3,5,600,Yes,No,No,No,No,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
13,6,3,102,823,1500,3,10,500,Yes,No,Yes,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
13,7,1,103,1437,2500,3,5,700,No,Yes,Yes,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
13,7,2,103,231,2500,3,10,700,Yes,No,Yes,Yes,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
13,7,3,103,2586,2500,1,15,700,No,No,No,No,No,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
13,8,1,104,1678,1500,3,5,700,Yes,Yes,No,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
13,8,2,104,1373,2000,3,15,700,Yes,Yes,Yes,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
13,8,3,104,543,2500,1,5,700,Yes,No,No,Yes,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
14,1,1,105,1634,2000,3,10,500,Yes,Yes,No,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
14,1,2,105,2066,2000,3,10,600,No,Yes,Yes,No,No,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
14,1,3,105,1059,2500,3,5,500,No,Yes,No,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
14,2,1,106,1017,2500,5,10,600,Yes,Yes,No,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
14,2,2,106,828,2500,5,10,500,Yes,No,Yes,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
14,2,3,106,1850,2000,3,10,700,Yes,No,No,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
14,3,1,107,874,1500,1,10,700,Yes,No,Yes,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
14,3,2,107,727,1500,5,15,700,Yes,Yes,Yes,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
14,3,3,107,295,1500,5,15,600,No,No,Yes,Yes,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
14,4,1,108,1671,2500,3,15,600,Yes,Yes,No,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
14,4,2,108,2000,2000,1,5,700,Yes,Yes,Yes,No,No,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
14,4,3,108,2359,1500,1,10,500,No,Yes,No,No,No,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
14,5,1,109,2003,2000,3,5,700,Yes,Yes,Yes,No,No,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
14,5,2,109,188,2000,5,15,500,Yes,No,Yes,Yes,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
14,5,3,109,2144,2000,1,10,600,Yes,No,Yes,No,No,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
14,6,1,110,1833,2500,3,15,600,Yes,No,No,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
14,6,2,110,1734,2500,3,5,600,No,Yes,No,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
14,6,3,110,219,2500,1,5,700,Yes,No,Yes,Yes,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
14,7,1,111,359,2000,5,5,600,Yes,Yes,No,Yes,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
14,7,2,111,474,2500,3,10,700,No,Yes,No,Yes,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
14,7,3,111,2479,1500,3,15,600,Yes,No,No,No,No,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
14,8,1,112,2532,2500,1,15,500,No,No,No,No,No,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
14,8,2,112,251,2000,5,5,500,No,No,Yes,Yes,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
14,8,3,112,1929,2500,1,10,700,No,No,No,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
15,1,1,113,1394,2000,5,10,500,No,Yes,Yes,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
15,1,2,113,1907,2000,5,10,600,No,No,No,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
15,1,3,113,2118,2500,1,10,500,Yes,No,Yes,No,No,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
15,2,1,114,770,2000,3,10,600,No,Yes,Yes,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
15,2,2,114,1239,2500,3,15,500,No,No,No,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
15,2,3,114,2280,2500,1,10,500,Yes,Yes,No,No,No,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
15,3,1,115,1674,2500,5,15,600,Yes,Yes,No,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
15,3,2,115,1609,1500,5,10,700,No,No,Yes,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
15,3,3,115,1147,1500,3,10,500,Yes,No,No,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
15,4,1,116,774,2500,5,10,600,No,Yes,Yes,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
15,4,2,116,697,1500,3,15,600,Yes,Yes,Yes,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
15,4,3,116,1643,2000,3,15,500,Yes,Yes,No,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
15,5,1,117,1761,2500,3,5,700,No,Yes,No,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
15,5,2,117,665,2000,5,10,500,Yes,Yes,Yes,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
15,5,3,117,1215,2500,5,15,700,Yes,No,No,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
15,6,1,118,1587,2500,1,15,600,No,No,Yes,Yes,No,https://github.com/MargNorton/housingdeath/blob/main/images/600sqft.png?raw=true
15,6,2,118,795,2500,1,10,700,No,Yes,Yes,No,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
15,6,3,118,2113,1500,5,5,500,Yes,No,Yes,No,No,https://github.com/MargNorton/housingdeath/blob/main/images/500sqft.png?raw=true
15,7,1,119,388,1500,1,10,700,Yes,Yes,No,Yes,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
15,7,2,119,225,2500,5,5,700,Yes,No,Yes,Yes,Yes,https://github.com/MargNorton/housingdeath/blob/main/images/700sqft.png?raw=true
